0,1
Datasets\IAM_Words\words\c02\c02-000\c02-000-06-05.png,.
Datasets\IAM_Words\words\b04\b04-187\b04-187-06-05.png,have
Datasets\IAM_Words\words\b04\b04-054\b04-054-02-08.png,be
Datasets\IAM_Words\words\a03\a03-054\a03-054-01-05.png,","
Datasets\IAM_Words\words\a01\a01-117u\a01-117u-08-04.png,take
Datasets\IAM_Words\words\b04\b04-175\b04-175-01-06.png,how
Datasets\IAM_Words\words\a05\a05-099\a05-099-02-05.png,Lab.
Datasets\IAM_Words\words\a04\a04-089\a04-089-02-05.png,very
Datasets\IAM_Words\words\d04\d04-012\d04-012-07-01.png,Shmah
Datasets\IAM_Words\words\d04\d04-089\d04-089-01-08.png,and
Datasets\IAM_Words\words\d07\d07-082\d07-082-05-06.png,by
Datasets\IAM_Words\words\c06\c06-039\c06-039-06-06.png,orbit
Datasets\IAM_Words\words\c02\c02-003\c02-003-01-09.png,film
Datasets\IAM_Words\words\e06\e06-033\e06-033-07-09.png,has
Datasets\IAM_Words\words\a01\a01-077u\a01-077u-01-06.png,a
Datasets\IAM_Words\words\e01\e01-107\e01-107-09-03.png,included
Datasets\IAM_Words\words\e06\e06-010\e06-010-02-03.png,to
Datasets\IAM_Words\words\a01\a01-014\a01-014-08-07.png,with
Datasets\IAM_Words\words\b06\b06-087\b06-087-02-02.png,at
Datasets\IAM_Words\words\d05\d05-030\d05-030-07-00.png,with
Datasets\IAM_Words\words\a04\a04-089\a04-089-05-00.png,whether
Datasets\IAM_Words\words\d06\d06-072\d06-072-09-05.png,builds
Datasets\IAM_Words\words\a01\a01-014\a01-014-07-03.png,Mr.
Datasets\IAM_Words\words\c03\c03-003c\c03-003c-04-04.png,","
Datasets\IAM_Words\words\d06\d06-046\d06-046-01-07.png,which
Datasets\IAM_Words\words\b04\b04-175\b04-175-03-01.png,history
Datasets\IAM_Words\words\d05\d05-030\d05-030-06-05.png,But
Datasets\IAM_Words\words\d04\d04-021\d04-021-03-02.png,And
Datasets\IAM_Words\words\b06\b06-015\b06-015-02-05.png,Nato
Datasets\IAM_Words\words\d01\d01-060\d01-060-03-03.png,","
Datasets\IAM_Words\words\a05\a05-048\a05-048-04-05.png,go
Datasets\IAM_Words\words\a04\a04-006\a04-006-10-00.png,men
Datasets\IAM_Words\words\e01\e01-029\e01-029-03-06.png,things
Datasets\IAM_Words\words\a06\a06-000\a06-000-05-07.png,proposed
Datasets\IAM_Words\words\a01\a01-003\a01-003-05-07.png,not
Datasets\IAM_Words\words\a01\a01-014x\a01-014x-04-01.png,Government
Datasets\IAM_Words\words\a04\a04-031\a04-031-01-04.png,yesterday
Datasets\IAM_Words\words\a01\a01-003\a01-003-00-01.png,they
Datasets\IAM_Words\words\e01\e01-035\e01-035-06-03.png,song
Datasets\IAM_Words\words\d06\d06-011\d06-011-09-01.png,occur
Datasets\IAM_Words\words\a03\a03-027\a03-027-04-06.png,the
Datasets\IAM_Words\words\a05\a05-073\a05-073-02-04.png,""""
Datasets\IAM_Words\words\a04\a04-035\a04-035-03-00.png,airport
Datasets\IAM_Words\words\a05\a05-058\a05-058-01-00.png,but
Datasets\IAM_Words\words\c04\c04-105\c04-105-02-04.png,disc
Datasets\IAM_Words\words\c03\c03-021d\c03-021d-05-00.png,acts
Datasets\IAM_Words\words\a05\a05-029\a05-029-03-00.png,Berlin
Datasets\IAM_Words\words\e02\e02-025\e02-025-04-00.png,this
Datasets\IAM_Words\words\b05\b05-032\b05-032-09-09.png,","
Datasets\IAM_Words\words\b01\b01-094\b01-094-07-01.png,when
Datasets\IAM_Words\words\c03\c03-021f\c03-021f-08-06.png,-
Datasets\IAM_Words\words\c06\c06-000\c06-000-01-01.png,tranquilly
Datasets\IAM_Words\words\c03\c03-000a\c03-000a-07-01.png,apparent
Datasets\IAM_Words\words\a05\a05-069\a05-069-04-00.png,tone
Datasets\IAM_Words\words\b06\b06-075\b06-075-00-04.png,that
Datasets\IAM_Words\words\b06\b06-032\b06-032-04-03.png,Nato
Datasets\IAM_Words\words\a01\a01-000x\a01-000x-02-06.png,Mr.
Datasets\IAM_Words\words\e07\e07-003\e07-003-08-04.png,insect
Datasets\IAM_Words\words\a02\a02-046\a02-046-03-00.png,demonstrators
Datasets\IAM_Words\words\c03\c03-081d\c03-081d-06-02.png,few
Datasets\IAM_Words\words\b01\b01-027\b01-027-05-06.png,a
Datasets\IAM_Words\words\c03\c03-016d\c03-016d-09-06.png,child
Datasets\IAM_Words\words\a05\a05-009\a05-009-00-07.png,Service
Datasets\IAM_Words\words\b04\b04-020\b04-020-05-02.png,","
Datasets\IAM_Words\words\c03\c03-094a\c03-094a-08-02.png,of
Datasets\IAM_Words\words\a06\a06-064\a06-064-02-00.png,This
Datasets\IAM_Words\words\b04\b04-010\b04-010-06-03.png,that
Datasets\IAM_Words\words\c04\c04-134\c04-134-03-06.png,a
Datasets\IAM_Words\words\a03\a03-066\a03-066-00-06.png,to
Datasets\IAM_Words\words\c03\c03-096b\c03-096b-04-07.png,One
Datasets\IAM_Words\words\c04\c04-028\c04-028-02-08.png,VERDICT
Datasets\IAM_Words\words\a05\a05-084\a05-084-07-02.png,Macmillan's
Datasets\IAM_Words\words\d01\d01-024\d01-024-04-07.png,been
Datasets\IAM_Words\words\c02\c02-035\c02-035-01-09.png,more
Datasets\IAM_Words\words\a04\a04-089\a04-089-04-02.png,of
Datasets\IAM_Words\words\a03\a03-030\a03-030-06-01.png,.
Datasets\IAM_Words\words\c03\c03-081a\c03-081a-09-03.png,restrained
Datasets\IAM_Words\words\a05\a05-104\a05-104-01-01.png,double
Datasets\IAM_Words\words\d07\d07-096\d07-096-00-05.png,our
Datasets\IAM_Words\words\c03\c03-094e\c03-094e-03-05.png,abashed
Datasets\IAM_Words\words\c04\c04-050\c04-050-01-00.png,from
Datasets\IAM_Words\words\b06\b06-019\b06-019-08-02.png,four
Datasets\IAM_Words\words\c03\c03-081f\c03-081f-03-02.png,minds
Datasets\IAM_Words\words\c04\c04-128\c04-128-04-02.png,between
Datasets\IAM_Words\words\e01\e01-119\e01-119-06-06.png,thread
Datasets\IAM_Words\words\e07\e07-061\e07-061-05-03.png,","
Datasets\IAM_Words\words\a01\a01-020x\a01-020x-05-02.png,are
Datasets\IAM_Words\words\b04\b04-175\b04-175-01-05.png,But
Datasets\IAM_Words\words\d06\d06-050\d06-050-05-09.png,rest
Datasets\IAM_Words\words\a03\a03-014\a03-014-05-01.png,mission
Datasets\IAM_Words\words\a04\a04-050\a04-050-05-02.png,","
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-01-01.png,off
Datasets\IAM_Words\words\c03\c03-003a\c03-003a-07-08.png,create
Datasets\IAM_Words\words\e01\e01-113\e01-113-07-01.png,near
Datasets\IAM_Words\words\a03\a03-011\a03-011-06-09.png,main
Datasets\IAM_Words\words\a06\a06-020\a06-020-04-02.png,is
Datasets\IAM_Words\words\d06\d06-037\d06-037-06-02.png,.
Datasets\IAM_Words\words\d01\d01-080\d01-080-04-07.png,Roberts
Datasets\IAM_Words\words\a04\a04-059\a04-059-03-05.png,.
Datasets\IAM_Words\words\d06\d06-104\d06-104-10-02.png,.
Datasets\IAM_Words\words\c06\c06-027\c06-027-06-04.png,in
Datasets\IAM_Words\words\c03\c03-094b\c03-094b-06-01.png,modulate
Datasets\IAM_Words\words\e02\e02-086\e02-086-01-03.png,have
Datasets\IAM_Words\words\a06\a06-039\a06-039-03-01.png,.
Datasets\IAM_Words\words\c03\c03-007\c03-007-00-06.png,Richardson
Datasets\IAM_Words\words\a01\a01-026\a01-026-09-00.png,Mr.
Datasets\IAM_Words\words\c03\c03-003a\c03-003a-00-04.png,filmed
Datasets\IAM_Words\words\c03\c03-007e\c03-007e-01-04.png,the
Datasets\IAM_Words\words\c03\c03-021f\c03-021f-07-00.png,He
Datasets\IAM_Words\words\b01\b01-127\b01-127-05-02.png,THERE
Datasets\IAM_Words\words\c06\c06-095\c06-095-03-02.png,as
Datasets\IAM_Words\words\d04\d04-032\d04-032-00-07.png,","
Datasets\IAM_Words\words\c03\c03-000c\c03-000c-00-02.png,version
Datasets\IAM_Words\words\d06\d06-000\d06-000-03-03.png,together
Datasets\IAM_Words\words\c03\c03-081a\c03-081a-07-09.png,","
Datasets\IAM_Words\words\a01\a01-113\a01-113-05-02.png,health
Datasets\IAM_Words\words\a04\a04-092\a04-092-01-02.png,and
Datasets\IAM_Words\words\a02\a02-111\a02-111-02-06.png,back
Datasets\IAM_Words\words\d06\d06-011\d06-011-08-01.png,chapter
Datasets\IAM_Words\words\a06\a06-000\a06-000-00-04.png,speed
Datasets\IAM_Words\words\b04\b04-060\b04-060-04-09.png,cheer
Datasets\IAM_Words\words\e01\e01-107\e01-107-07-03.png,proficient
Datasets\IAM_Words\words\b05\b05-098\b05-098-01-06.png,why
Datasets\IAM_Words\words\a01\a01-091\a01-091-07-05.png,censure
Datasets\IAM_Words\words\c02\c02-012\c02-012-04-04.png,The
Datasets\IAM_Words\words\a01\a01-082u\a01-082u-06-00.png,did
Datasets\IAM_Words\words\e02\e02-025\e02-025-04-01.png,case
Datasets\IAM_Words\words\a05\a05-017\a05-017-01-03.png,as
Datasets\IAM_Words\words\b03\b03-092\b03-092-03-08.png,.
Datasets\IAM_Words\words\a03\a03-047\a03-047-00-03.png,for
Datasets\IAM_Words\words\d06\d06-100\d06-100-04-04.png,know
Datasets\IAM_Words\words\c06\c06-000\c06-000-01-04.png,still
Datasets\IAM_Words\words\c04\c04-122\c04-122-02-03.png,impeccably
Datasets\IAM_Words\words\a02\a02-042\a02-042-01-04.png,sabotage
Datasets\IAM_Words\words\b06\b06-100\b06-100-03-03.png,Out
Datasets\IAM_Words\words\d04\d04-111\d04-111-02-02.png,(
Datasets\IAM_Words\words\a04\a04-027\a04-027-04-03.png,talks
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-07-09.png,upsetting
Datasets\IAM_Words\words\b04\b04-000\b04-000-05-06.png,are
Datasets\IAM_Words\words\d04\d04-081\d04-081-05-08.png,""""
Datasets\IAM_Words\words\a02\a02-086\a02-086-05-05.png,his
Datasets\IAM_Words\words\a01\a01-102\a01-102-10-02.png,of
Datasets\IAM_Words\words\b06\b06-087\b06-087-04-02.png,","
Datasets\IAM_Words\words\d04\d04-050\d04-050-01-04.png,not
Datasets\IAM_Words\words\a01\a01-082u\a01-082u-05-04.png,President
Datasets\IAM_Words\words\b04\b04-060\b04-060-06-04.png,five-day
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-03-01.png,author
Datasets\IAM_Words\words\c03\c03-016a\c03-016a-03-06.png,In
Datasets\IAM_Words\words\c06\c06-000\c06-000-03-01.png,house
Datasets\IAM_Words\words\c03\c03-016c\c03-016c-09-03.png,his
Datasets\IAM_Words\words\c02\c02-000\c02-000-03-01.png,by
Datasets\IAM_Words\words\b01\b01-033\b01-033-00-08.png,millions
Datasets\IAM_Words\words\b03\b03-114\b03-114-03-05.png,effort
Datasets\IAM_Words\words\d04\d04-101\d04-101-05-09.png,.
Datasets\IAM_Words\words\b04\b04-134\b04-134-07-02.png,a
Datasets\IAM_Words\words\b02\b02-045\b02-045-04-03.png,should
Datasets\IAM_Words\words\a05\a05-125\a05-125-01-03.png,the
Datasets\IAM_Words\words\a03\a03-017\a03-017-05-06.png,peace
Datasets\IAM_Words\words\b04\b04-134\b04-134-09-02.png,our
Datasets\IAM_Words\words\a04\a04-103\a04-103-05-06.png,effective
Datasets\IAM_Words\words\a01\a01-102\a01-102-00-04.png,of
Datasets\IAM_Words\words\c02\c02-007\c02-007-03-06.png,Berlin
Datasets\IAM_Words\words\a01\a01-030x\a01-030x-01-02.png,Mr.
Datasets\IAM_Words\words\d04\d04-053\d04-053-07-08.png,1ye
Datasets\IAM_Words\words\c03\c03-087c\c03-087c-05-02.png,the
Datasets\IAM_Words\words\d01\d01-118\d01-118-02-01.png,or
Datasets\IAM_Words\words\c06\c06-083\c06-083-07-06.png,the
Datasets\IAM_Words\words\a01\a01-014\a01-014-04-05.png,Sir
Datasets\IAM_Words\words\a03\a03-063\a03-063-06-08.png,that
Datasets\IAM_Words\words\b05\b05-017\b05-017-01-03.png,piece
Datasets\IAM_Words\words\c03\c03-000a\c03-000a-07-00.png,everywhere
Datasets\IAM_Words\words\e04\e04-083\e04-083-00-05.png,should
Datasets\IAM_Words\words\e04\e04-095\e04-095-02-08.png,that
Datasets\IAM_Words\words\e02\e02-091\e02-091-05-00.png,can
Datasets\IAM_Words\words\c03\c03-016b\c03-016b-06-05.png,but
Datasets\IAM_Words\words\d01\d01-052\d01-052-06-03.png,is
Datasets\IAM_Words\words\a02\a02-057\a02-057-07-07.png,committee
Datasets\IAM_Words\words\a06\a06-124\a06-124-02-09.png,in
Datasets\IAM_Words\words\d06\d06-082\d06-082-04-10.png,muddle
Datasets\IAM_Words\words\a05\a05-084\a05-084-02-02.png,substance
Datasets\IAM_Words\words\a01\a01-063u\a01-063u-03-01.png,with
Datasets\IAM_Words\words\b05\b05-058\b05-058-04-00.png,endless
Datasets\IAM_Words\words\a02\a02-000\a02-000-02-01.png,he
Datasets\IAM_Words\words\c03\c03-081a\c03-081a-07-02.png,in
Datasets\IAM_Words\words\a01\a01-068u\a01-068u-09-03.png,.
Datasets\IAM_Words\words\b06\b06-093\b06-093-03-04.png,and
Datasets\IAM_Words\words\c04\c04-139\c04-139-05-05.png,Welensky
Datasets\IAM_Words\words\c03\c03-003e\c03-003e-02-02.png,and
Datasets\IAM_Words\words\b05\b05-038\b05-038-03-06.png,spin
Datasets\IAM_Words\words\a05\a05-113\a05-113-05-08.png,of
Datasets\IAM_Words\words\e01\e01-018\e01-018-04-08.png,an
Datasets\IAM_Words\words\e04\e04-114\e04-114-00-00.png,Clean
Datasets\IAM_Words\words\b04\b04-128\b04-128-05-03.png,.
Datasets\IAM_Words\words\d06\d06-063\d06-063-01-06.png,of
Datasets\IAM_Words\words\a05\a05-062\a05-062-08-04.png,avert
Datasets\IAM_Words\words\d05\d05-008\d05-008-03-06.png,high
Datasets\IAM_Words\words\d04\d04-028\d04-028-00-02.png,the
Datasets\IAM_Words\words\a05\a05-004\a05-004-05-06.png,also
Datasets\IAM_Words\words\b02\b02-097\b02-097-01-02.png,.
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-05-06.png,always
Datasets\IAM_Words\words\a05\a05-044\a05-044-07-01.png,Graaff
Datasets\IAM_Words\words\b06\b06-059\b06-059-02-04.png,the
Datasets\IAM_Words\words\c02\c02-017\c02-017-08-04.png,having
Datasets\IAM_Words\words\b04\b04-147\b04-147-06-00.png,for
Datasets\IAM_Words\words\b06\b06-042\b06-042-09-05.png,am
Datasets\IAM_Words\words\d06\d06-020\d06-020-06-00.png,finally
Datasets\IAM_Words\words\a01\a01-026u\a01-026u-01-00.png,denied
Datasets\IAM_Words\words\a04\a04-050\a04-050-02-01.png,.
Datasets\IAM_Words\words\c04\c04-105\c04-105-04-06.png,he
Datasets\IAM_Words\words\c04\c04-023\c04-023-03-05.png,atmosphere
Datasets\IAM_Words\words\a01\a01-087u\a01-087u-02-03.png,Powell
Datasets\IAM_Words\words\c02\c02-007\c02-007-08-03.png,abstraction
Datasets\IAM_Words\words\c03\c03-087f\c03-087f-01-04.png,subject
Datasets\IAM_Words\words\a02\a02-017\a02-017-00-05.png,Sir
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-09-07.png,received
Datasets\IAM_Words\words\c03\c03-021d\c03-021d-00-05.png,is
Datasets\IAM_Words\words\a06\a06-020\a06-020-04-03.png,an
Datasets\IAM_Words\words\a01\a01-007u\a01-007u-03-01.png,the
Datasets\IAM_Words\words\d01\d01-019\d01-019-04-07.png,was
Datasets\IAM_Words\words\e06\e06-070\e06-070-02-07.png,or
Datasets\IAM_Words\words\c06\c06-058\c06-058-03-07.png,fragment
Datasets\IAM_Words\words\a04\a04-000\a04-000-04-03.png,20
Datasets\IAM_Words\words\b04\b04-147\b04-147-03-01.png,been
Datasets\IAM_Words\words\b06\b06-068\b06-068-06-01.png,","
Datasets\IAM_Words\words\e01\e01-025\e01-025-05-05.png,destroy
Datasets\IAM_Words\words\e01\e01-022\e01-022-04-00.png,robe
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-08-02.png,Lords
Datasets\IAM_Words\words\a01\a01-043\a01-043-00-02.png,at
Datasets\IAM_Words\words\e06\e06-003\e06-003-04-02.png,closely
Datasets\IAM_Words\words\a02\a02-032\a02-032-02-01.png,raised
Datasets\IAM_Words\words\c03\c03-007b\c03-007b-03-06.png,monuments
Datasets\IAM_Words\words\d06\d06-082\d06-082-03-03.png,.
Datasets\IAM_Words\words\a01\a01-063\a01-063-08-00.png,United
Datasets\IAM_Words\words\b01\b01-118\b01-118-07-05.png,""""
Datasets\IAM_Words\words\d07\d07-100\d07-100-06-01.png,so
Datasets\IAM_Words\words\a03\a03-063\a03-063-04-06.png,research
Datasets\IAM_Words\words\b03\b03-104\b03-104-03-07.png,convenience
Datasets\IAM_Words\words\d01\d01-060\d01-060-01-01.png,and
Datasets\IAM_Words\words\c03\c03-021c\c03-021c-02-05.png,by
Datasets\IAM_Words\words\c04\c04-028\c04-028-04-09.png,Sidney
Datasets\IAM_Words\words\a03\a03-030\a03-030-02-02.png,because
Datasets\IAM_Words\words\b02\b02-013\b02-013-09-03.png,basis
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-07-02.png,modulate
Datasets\IAM_Words\words\c03\c03-081f\c03-081f-07-04.png,in
Datasets\IAM_Words\words\e02\e02-117\e02-117-08-04.png,difficulty
Datasets\IAM_Words\words\b06\b06-079\b06-079-04-02.png,trained
Datasets\IAM_Words\words\b06\b06-045\b06-045-05-02.png,","
Datasets\IAM_Words\words\a01\a01-113u\a01-113u-00-07.png,social
Datasets\IAM_Words\words\c04\c04-061\c04-061-01-01.png,Smiler
Datasets\IAM_Words\words\a01\a01-082u\a01-082u-06-05.png,giving
Datasets\IAM_Words\words\e02\e02-014\e02-014-03-02.png,.
Datasets\IAM_Words\words\a03\a03-040\a03-040-06-02.png,12
Datasets\IAM_Words\words\c06\c06-116\c06-116-06-08.png,I
Datasets\IAM_Words\words\a02\a02-046\a02-046-06-04.png,arrived
Datasets\IAM_Words\words\a05\a05-080\a05-080-03-03.png,such
Datasets\IAM_Words\words\a01\a01-063u\a01-063u-05-00.png,next
Datasets\IAM_Words\words\e06\e06-037\e06-037-03-01.png,slack
Datasets\IAM_Words\words\a04\a04-092\a04-092-09-06.png,antagonism
Datasets\IAM_Words\words\b06\b06-079\b06-079-02-05.png,favour
Datasets\IAM_Words\words\d04\d04-081\d04-081-06-03.png,Great
Datasets\IAM_Words\words\e04\e04-058\e04-058-03-02.png,possible
Datasets\IAM_Words\words\c06\c06-083\c06-083-07-05.png,turns
Datasets\IAM_Words\words\a04\a04-006\a04-006-00-07.png,still
Datasets\IAM_Words\words\d06\d06-091\d06-091-07-05.png,to
Datasets\IAM_Words\words\b06\b06-056\b06-056-09-01.png,no
Datasets\IAM_Words\words\e02\e02-117\e02-117-02-02.png,is
Datasets\IAM_Words\words\d06\d06-063\d06-063-04-06.png,lived
Datasets\IAM_Words\words\c02\c02-082\c02-082-09-02.png,.
Datasets\IAM_Words\words\d06\d06-104\d06-104-06-01.png,this
Datasets\IAM_Words\words\c02\c02-022\c02-022-02-04.png,miracle
Datasets\IAM_Words\words\d06\d06-086\d06-086-07-09.png,and
Datasets\IAM_Words\words\e02\e02-021\e02-021-00-04.png,better
Datasets\IAM_Words\words\d06\d06-072\d06-072-04-03.png,is
Datasets\IAM_Words\words\a01\a01-049u\a01-049u-06-02.png,-
Datasets\IAM_Words\words\b03\b03-098\b03-098-00-06.png,are
Datasets\IAM_Words\words\c03\c03-084b\c03-084b-07-00.png,power
Datasets\IAM_Words\words\a01\a01-053x\a01-053x-06-00.png,service
Datasets\IAM_Words\words\d01\d01-024\d01-024-01-08.png,was
Datasets\IAM_Words\words\e01\e01-102\e01-102-05-07.png,hooks
Datasets\IAM_Words\words\a02\a02-027\a02-027-02-08.png,austerity
Datasets\IAM_Words\words\b02\b02-045\b02-045-02-05.png,Three
Datasets\IAM_Words\words\c03\c03-096c\c03-096c-00-03.png,actions
Datasets\IAM_Words\words\c06\c06-106\c06-106-06-05.png,wants
Datasets\IAM_Words\words\e02\e02-025\e02-025-03-01.png,of
Datasets\IAM_Words\words\d01\d01-104\d01-104-05-01.png,is
Datasets\IAM_Words\words\e04\e04-038\e04-038-00-00.png,Avoid
Datasets\IAM_Words\words\c04\c04-139\c04-139-01-13.png,what
Datasets\IAM_Words\words\a05\a05-062\a05-062-08-00.png,the
Datasets\IAM_Words\words\d06\d06-030\d06-030-01-11.png,This
Datasets\IAM_Words\words\c04\c04-165\c04-165-02-06.png,through
Datasets\IAM_Words\words\d01\d01-080\d01-080-00-03.png,the
Datasets\IAM_Words\words\c01\c01-009\c01-009-07-04.png,it
Datasets\IAM_Words\words\b06\b06-045\b06-045-05-03.png,we
Datasets\IAM_Words\words\d04\d04-131\d04-131-01-10.png,from
Datasets\IAM_Words\words\b01\b01-127\b01-127-03-09.png,countries
Datasets\IAM_Words\words\a05\a05-058\a05-058-07-00.png,tests
Datasets\IAM_Words\words\b05\b05-083\b05-083-05-03.png,But
Datasets\IAM_Words\words\a03\a03-089\a03-089-00-04.png,to
Datasets\IAM_Words\words\b02\b02-035\b02-035-03-04.png,destruction
Datasets\IAM_Words\words\a05\a05-062\a05-062-00-02.png,vigour
Datasets\IAM_Words\words\d01\d01-098\d01-098-03-05.png,is
Datasets\IAM_Words\words\c03\c03-081e\c03-081e-04-05.png,","
Datasets\IAM_Words\words\c03\c03-081e\c03-081e-09-01.png,of
Datasets\IAM_Words\words\a02\a02-050\a02-050-01-01.png,President
Datasets\IAM_Words\words\a05\a05-089\a05-089-09-05.png,former
Datasets\IAM_Words\words\a01\a01-053\a01-053-01-01.png,association
Datasets\IAM_Words\words\b05\b05-067\b05-067-03-05.png,to
Datasets\IAM_Words\words\b04\b04-202\b04-202-01-01.png,only
Datasets\IAM_Words\words\e01\e01-032\e01-032-09-04.png,follow
Datasets\IAM_Words\words\c03\c03-007f\c03-007f-06-03.png,churchyard
Datasets\IAM_Words\words\d04\d04-032\d04-032-07-01.png,.
Datasets\IAM_Words\words\a01\a01-091u\a01-091u-07-03.png,.
Datasets\IAM_Words\words\c02\c02-049\c02-049-00-02.png,","
Datasets\IAM_Words\words\e01\e01-014\e01-014-06-05.png,.
Datasets\IAM_Words\words\c04\c04-039\c04-039-08-00.png,gang
Datasets\IAM_Words\words\a02\a02-008\a02-008-07-08.png,British
Datasets\IAM_Words\words\c03\c03-000b\c03-000b-04-04.png,script
Datasets\IAM_Words\words\a03\a03-066\a03-066-01-05.png,to
Datasets\IAM_Words\words\b05\b05-083\b05-083-07-02.png,customers
Datasets\IAM_Words\words\a04\a04-031\a04-031-09-02.png,all
Datasets\IAM_Words\words\c03\c03-081e\c03-081e-06-04.png,scenes
Datasets\IAM_Words\words\d01\d01-052\d01-052-00-00.png,THE
Datasets\IAM_Words\words\a02\a02-116\a02-116-05-03.png,were
Datasets\IAM_Words\words\c03\c03-007f\c03-007f-05-01.png,rubbish
Datasets\IAM_Words\words\a01\a01-087u\a01-087u-07-05.png,to
Datasets\IAM_Words\words\a06\a06-057\a06-057-03-09.png,.
Datasets\IAM_Words\words\b04\b04-134\b04-134-06-01.png,that
Datasets\IAM_Words\words\a05\a05-080\a05-080-03-05.png,would
Datasets\IAM_Words\words\d06\d06-037\d06-037-05-02.png,tiredness
Datasets\IAM_Words\words\e04\e04-052\e04-052-00-05.png,we
Datasets\IAM_Words\words\c04\c04-160\c04-160-01-02.png,which
Datasets\IAM_Words\words\c06\c06-011\c06-011-06-01.png,rung
Datasets\IAM_Words\words\b01\b01-062\b01-062-07-04.png,The
Datasets\IAM_Words\words\d07\d07-089\d07-089-06-01.png,is
Datasets\IAM_Words\words\d06\d06-020\d06-020-00-06.png,cup
Datasets\IAM_Words\words\b03\b03-087\b03-087-00-08.png,least
Datasets\IAM_Words\words\e02\e02-100\e02-100-01-04.png,soon
Datasets\IAM_Words\words\d06\d06-072\d06-072-05-01.png,'
Datasets\IAM_Words\words\b02\b02-013\b02-013-04-05.png,than
Datasets\IAM_Words\words\a05\a05-121\a05-121-03-00.png,atmosphere
Datasets\IAM_Words\words\e06\e06-000\e06-000-01-00.png,herring
Datasets\IAM_Words\words\a02\a02-106\a02-106-04-07.png,independent
Datasets\IAM_Words\words\a01\a01-122\a01-122-02-09.png,Let
Datasets\IAM_Words\words\a04\a04-015\a04-015-02-03.png,:
Datasets\IAM_Words\words\b05\b05-017\b05-017-03-01.png,.
Datasets\IAM_Words\words\a01\a01-030u\a01-030u-00-06.png,the
Datasets\IAM_Words\words\a01\a01-014u\a01-014u-07-03.png,his
Datasets\IAM_Words\words\c04\c04-105\c04-105-03-05.png,","
Datasets\IAM_Words\words\a04\a04-043\a04-043-06-03.png,on
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-03-06.png,always
Datasets\IAM_Words\words\b06\b06-075\b06-075-07-02.png,uniting
Datasets\IAM_Words\words\b04\b04-107\b04-107-07-08.png,African
Datasets\IAM_Words\words\a03\a03-040\a03-040-04-00.png,of
